epoch,train_loss,train_instance_acc,train_instance_prec,train_instance_recall,train_instance_f1,train_ma,train_pos_recall,train_neg_recall,valid_loss,valid_instance_acc,valid_instance_prec,valid_instance_recall,valid_instance_f1,valid_ma,valid_pos_recall,valid_neg_recall
0.0,42.4474673883875,0.5642302243308793,0.7069578176743416,0.7165785076647774,0.6944124767810752,0.6500882164770405,0.39083129637197156,0.9093451365821097,29.698766355754948,0.6579938802429937,0.800600654211539,0.7604151276943052,0.7770828428141754,0.6955206527675202,0.4372279637161844,0.9538133418188556
1.0,24.790330940118714,0.7184505479763982,0.830043276674025,0.8128873623415642,0.8190334538696165,0.7306446178563147,0.5002512595430892,0.9610379761695401,24.82567639711524,0.7132515366560851,0.8323421360929205,0.8020155440670351,0.8145211204380075,0.7375532245022778,0.5143545593412027,0.9607518896633528
2.0,20.539073326068216,0.7631633497913184,0.8553993712340765,0.8499137363693947,0.8507271681432572,0.766132407142202,0.5652083191875652,0.9670564950968389,23.02410592151289,0.7340257400289439,0.8259920817760763,0.8332457834987013,0.8277411373023331,0.7647299094611703,0.5708172692948599,0.9586425496274805
3.0,17.58825390565329,0.7957046046163503,0.8758904519592869,0.8746656011717118,0.8735397588017466,0.7909491706335703,0.609688174049757,0.9722101672173836,23.195161418754513,0.7328294951527174,0.8293315363132966,0.8247625528874969,0.8252373144200512,0.7732982968875693,0.5843490598670239,0.9622475339081145
4.0,15.340805677062306,0.8220633239529698,0.8920902281888612,0.8941435299427397,0.8916490993015028,0.8117420144162989,0.6472515669053232,0.9762324619272748,20.607189322720053,0.7663778674371095,0.8510781959075152,0.8533342525507417,0.8505715392514549,0.7841824989309254,0.6042622264587758,0.9641027714030749
5.0,13.164410750959172,0.8481696769876799,0.9084042260029488,0.9134283921122361,0.9095057407659017,0.8285746302574775,0.6772367894669994,0.9799124710479554,20.8133319245667,0.7727080817087122,0.8588071397732647,0.8528849374078161,0.8542604774242466,0.7852537686932561,0.6049489787685287,0.9655585586179837
6.0,11.401050620904847,0.8696405216375915,0.9215853210534569,0.9279372911678905,0.9235017720783073,0.8459389646698231,0.7087671689957518,0.9831107603438946,22.644312818511192,0.7622038266379773,0.851460167376958,0.8458119763391833,0.8469727288515304,0.7838171385593294,0.6026636737376145,0.9649706033810439
7.0,9.928933814917198,0.8871973676624819,0.9323276591201584,0.9396145102871619,0.9348310342980397,0.855584839666949,0.7257322123119996,0.9854374670218982,22.144248417445592,0.7581966491698096,0.8509276275071046,0.8386051391486865,0.8429221041461574,0.7981891323781708,0.6285738406216627,0.967804424134679
8.0,8.623746040813083,0.9051755719294298,0.9439234955366359,0.9502907918139201,0.9460704974251798,0.8671916753573217,0.7464021803010386,0.9879811704136046,22.15390968322754,0.7753906724940548,0.8630700476870685,0.8527882376057534,0.856313789215375,0.7934103833940148,0.6191698906613101,0.9676508761267193
9.0,7.682930794508097,0.9183189293412068,0.9517675335451264,0.9583094022303835,0.9541289381736673,0.876716142171976,0.7634808027877059,0.9899514815562459,22.00971007948162,0.7818301315125901,0.8641518307566458,0.8597485991481225,0.8604626174545454,0.7936080633835161,0.62007991421938,0.967136212547652
10.0,4.8450847231476,0.960605870719297,0.9758251353788013,0.9824593677871746,0.9786165587716383,0.905707673707223,0.8163107206412584,0.9951046267731875,19.02059605542351,0.8104757383583925,0.8885354832267157,0.8752256045507686,0.8804980241407082,0.8108760729300916,0.6487956333728043,0.9729565124873789
