epoch,train_loss,train_instance_acc,train_instance_prec,train_instance_recall,train_instance_f1,train_ma,train_pos_recall,train_neg_recall,valid_loss,valid_instance_acc,valid_instance_prec,valid_instance_recall,valid_instance_f1,valid_ma,valid_pos_recall,valid_neg_recall
0.0,46.92492054560997,0.49764914154095247,0.6740924236500258,0.642257931549829,0.6395901082200682,0.5998629781233225,0.29870844996077517,0.9010175062858694,36.19753717374401,0.5663342056693271,0.7523630250728487,0.6745693162401754,0.707062517726248,0.6478429842498853,0.35348109327771027,0.9422048752220602
1.0,30.742632700744288,0.638417782814491,0.7832653266790551,0.7445339143152306,0.7598791789314109,0.6803754824675313,0.4105223597603491,0.9502286051747137,31.74222184830353,0.6318410458965412,0.7694996502558926,0.7490748948413218,0.7566380601734569,0.6935106224550707,0.4442148191169812,0.9428064257931598
2.0,26.685774840456148,0.6866559998271886,0.810418854780746,0.7837125508710566,0.7939887702638201,0.7168853264561211,0.47739821402091054,0.9563724388913317,26.171648554441308,0.6898744289886837,0.7979644631975316,0.8013636192431308,0.797587662302555,0.7287923015767275,0.50608476404508,0.9514998391083751
3.0,24.201852894362126,0.7149281297254427,0.8279271609716284,0.8055805415084888,0.8139557608722303,0.736871174531204,0.5131334123001331,0.960608936762275,22.566718029374837,0.7330755231609478,0.8295777311129077,0.8286759264692904,0.8271853165299939,0.7632644261081183,0.565117405803828,0.9614114464124086
4.0,22.4824365583878,0.7336598303836387,0.8381953592450211,0.8213648330008727,0.8273187152906483,0.7513121722011743,0.5394957645981006,0.9631285798042479,22.18192411470814,0.7394980439548411,0.8384286794375396,0.828407021045622,0.8314470964337513,0.7678334500085613,0.5734047304442278,0.9622621695728941
5.0,21.16247080158255,0.7495941562690221,0.8470171616386061,0.8341511269710409,0.838321259038242,0.7625603429235576,0.5597029206603388,0.9654177651867762,22.22774056827321,0.7424195977599799,0.8311182306963393,0.8379198374312079,0.8327483851776611,0.7772974452846436,0.5928366953243163,0.9617581952449709
6.0,19.775464542751205,0.7638115226990314,0.8561013708047444,0.8450752260872129,0.8483187507106377,0.7742650262885785,0.5809217106027618,0.9676083419743954,21.69510203449666,0.7529763528011187,0.8444001011338518,0.8402707971587056,0.8406253224417692,0.781918863303241,0.6004972329765776,0.9633404936299044
7.0,18.491042749841785,0.780399526867457,0.8664095377208231,0.8580327704197774,0.8602644303498875,0.7886634907444839,0.6071111674712909,0.9702158140176768,20.87440995609059,0.7658468968029472,0.8502865037238565,0.8520070386942689,0.8495775741804994,0.7804223340866843,0.5966460862239407,0.9641985819494275
8.0,17.67529215359821,0.790884955629361,0.8721622502068395,0.8661058187342202,0.8672644693791355,0.7941017065106197,0.6165210497599609,0.9716823632612785,20.898125103541783,0.7652151005052307,0.8504670565133987,0.8509109978123646,0.8491295425487101,0.7875261990886532,0.6095898213361512,0.9654625768411556
9.0,16.67326362439374,0.802897842221564,0.8796218702868416,0.8752721821612567,0.8756477841668069,0.8049337088129941,0.6364158007739974,0.9734516168519903,20.230451095004042,0.7718103975807453,0.8564402222044943,0.8536088085432889,0.8534287923384669,0.7935966149048036,0.6210094898921509,0.9661837399174563
